Age,Gender,Calorie_Intake,Sugar_Intake,Physical_Activity,Fast_Food_Frequency,Screen_Time,Height,Weight,BMI
69,Female,2277,111,167,2,9,1.700002318,57.40048832,19.8617065
53,Female,1639,85,147,3,8,1.503528063,87.54158346,38.72499061
77,Female,3481,88,90,2,9,1.675243145,63.04478664,22.46433051
55,Female,2392,26,96,1,3,1.625710268,79.51156385,30.08458312
56,Male,2127,36,1,4,4,1.376239009,89.96363564,47.49843176
67,Male,2727,30,1,3,11,1.681041859,78.11328491,27.64189712
54,Female,1657,30,127,4,6,1.731604534,66.2293554,22.08783247
69,Female,2853,26,100,2,7,1.794575785,62.46796122,19.39696247
79,Female,2473,36,68,2,5,1.584614845,65.57030245,26.11317903
78,Female,1695,85,69,1,0,1.523790199,52.51510491,22.61694207
52,Male,2954,57,49,3,6,1.603218511,73.21979304,28.4867602
24,Male,2223,53,95,3,1,1.505290436,89.14869879,39.34362792
44,Female,2052,45,175,0,8,1.715782248,86.70398163,29.45199386
45,Female,3394,37,151,1,11,1.663281013,89.21305111,32.24758031
39,Female,3042,34,136,3,3,1.5062499,81.59272213,35.96311987
31,Male,2361,82,121,4,9,1.599209253,42.82762846,16.74609067
24,Female,2383,56,167,2,7,1.83731533,64.72990731,19.1750978
54,Male,3140,110,167,4,3,1.642613523,78.02198473,28.91653197
78,Female,2995,32,129,2,6,1.562989503,63.40418125,25.9540882
39,Female,1957,84,72,1,10,1.586765182,65.22286591,25.90446059
22,Male,2319,59,133,3,9,1.670981558,73.48452335,26.31798094
79,Female,2568,74,146,2,8,1.868656857,70.71279923,20.2506474
72,Female,1537,25,96,1,5,1.523986875,80.28470421,34.56768995
19,Female,2175,59,120,4,11,1.821413348,58.47001779,17.62447529
79,Female,3116,22,18,2,0,1.6129654,31.98257813,12.29315526
44,Male,1840,93,160,3,7,1.804417138,54.14270326,16.62899678
38,Female,3093,89,116,4,1,1.511314995,89.63482839,39.24341642
71,Female,1801,89,60,1,6,1.83622561,71.6225618,21.24211572
55,Male,2134,44,29,4,5,1.863699882,65.50708186,18.85976592
32,Male,3230,41,116,2,8,1.873744672,89.9457686,25.61886679
38,Female,2716,96,140,0,9,1.64953616,48.54258242,17.84017853
27,Male,3437,34,145,0,1,1.650343888,85.76880165,31.49056436
40,Female,2397,52,129,3,10,1.561341497,77.06949781,31.61452961
75,Female,2115,37,2,1,9,1.532841661,83.02331868,35.33503275
73,Female,3147,118,133,3,1,1.757959423,77.23834233,24.99281944
56,Female,1631,75,155,2,8,1.651893559,83.34633448,30.54375201
22,Male,3131,76,76,1,5,1.707634152,77.88953331,26.71095637
18,Male,3118,104,83,0,2,1.701019511,75.76308413,26.18418468
30,Female,2991,106,159,4,11,1.494809809,76.90235126,34.41658225
38,Female,2693,42,126,4,1,1.503973784,53.30688358,23.56691642
43,Female,3084,56,59,2,0,1.744326891,58.35781729,19.17976527
67,Female,2444,44,158,2,4,1.701797217,109.7385702,37.89166415
62,Male,2384,109,60,1,0,1.635677447,59.3473126,22.18225668
38,Male,3170,73,8,0,6,1.697875818,54.01279322,18.7363414
70,Female,2788,99,66,4,2,1.823953477,63.98323552,19.23263034
35,Female,2722,21,94,1,0,1.760810133,60.07357314,19.37574484
54,Male,2806,62,67,1,3,1.681584757,54.83280986,19.39112374
62,Male,2928,53,16,1,4,1.703706501,80.47850317,27.72619856
49,Male,3070,55,58,3,5,1.826903423,66.47225708,19.91632693
53,Male,3379,20,158,1,7,1.600644529,51.42495858,20.0717002
34,Female,3003,79,95,1,9,1.677644285,59.85273382,21.26592257
52,Female,2727,98,39,1,10,1.647138039,52.5183002,19.35756238
66,Female,1970,55,130,1,4,1.573755233,63.86092186,25.78462439
77,Female,3455,68,177,3,11,1.62592148,81.71464215,30.9101239
28,Female,3276,68,128,2,0,1.527934077,69.61245605,29.81794593
38,Female,1848,43,7,3,3,1.777504521,77.14329964,24.41612743
69,Male,3358,108,61,1,2,1.597664419,74.54768983,29.20539355
72,Female,1542,30,168,2,7,1.675407632,69.09563614,24.61555548
70,Male,2275,91,16,3,6,1.775557331,73.71553265,23.38242815
43,Male,1981,81,42,0,2,1.815617435,77.62060583,23.5466072
79,Male,2900,107,1,0,9,1.657113369,54.07020487,19.6903562
21,Female,1577,61,174,1,0,1.638593127,87.54454688,32.60519796
51,Male,2559,57,59,1,0,1.734586985,90.49028176,30.07528651
69,Male,2906,87,176,4,10,1.699487477,59.47251598,20.59113918
65,Female,2315,28,92,0,3,1.512604312,79.4539849,34.72681997
77,Female,2697,93,14,2,4,1.847619541,70.00574443,20.50730472
35,Female,2427,13,124,2,6,1.678552552,65.11839679,23.11180234
57,Female,2146,111,93,4,0,1.748055232,99.28040365,32.49026347
52,Male,2853,41,177,0,3,1.692559982,63.35085248,22.11384832
58,Male,2151,99,173,3,3,1.711623162,62.55032637,21.35075665
46,Female,2578,37,1,3,2,1.630222621,70.60161538,26.56567208
69,Female,2263,85,123,2,4,1.733609642,65.39706513,21.75983665
46,Female,1778,67,156,3,4,1.731336052,50.04609709,16.69580905
55,Female,1958,83,121,1,1,1.752324945,61.33234792,19.97378192
59,Female,2191,50,156,1,4,1.485817574,83.41461441,37.7842812
38,Female,2024,108,79,4,10,1.503871018,72.97040437,32.2645471
59,Female,3239,42,114,3,5,1.664755218,73.13362647,26.38859936
30,Male,2978,23,94,4,11,1.601953299,85.65866459,33.37886748
66,Female,3344,113,96,0,0,1.798491339,75.65791564,23.39040118
58,Male,3098,96,121,3,3,1.544922066,53.84206916,22.55841536
34,Male,1991,91,65,2,8,1.757073014,78.101562,25.29764549
73,Male,1573,62,43,2,9,1.449831271,70.39264689,33.48824362
26,Female,2978,117,3,0,9,1.467818793,68.00622706,31.5648546
58,Male,2318,85,38,1,9,1.647227323,77.16802763,28.440048
18,Male,3477,51,48,1,5,1.692430466,50.87189883,17.76054463
19,Female,1654,45,4,1,11,1.727365331,63.79167968,21.37940626
77,Female,2018,34,44,3,7,1.767115771,65.29848653,20.91091851
65,Female,1874,61,59,4,10,1.688482539,93.04319617,32.63559034
46,Female,2829,110,7,0,7,1.639813348,62.6836747,23.31125276
50,Male,3443,49,49,3,5,1.554528392,79.21426561,32.77978369
27,Male,1842,95,35,2,7,1.437522203,62.81310377,30.39632862
67,Male,2164,79,69,4,0,1.732276831,65.56371496,21.84886895
75,Female,1543,89,168,4,2,1.544077205,77.13963246,32.3548613
77,Female,2047,71,9,3,4,1.667308069,58.31380744,20.97682207
57,Male,2964,96,35,2,6,1.754081657,50.38403587,16.3754536
38,Male,2620,18,67,4,8,2.01146086,60.05197811,14.84240046
45,Female,1664,116,102,3,3,1.641008629,75.59009321,28.07004776
28,Female,2245,108,141,2,7,1.516613299,71.23768104,30.97134415
72,Female,2626,102,75,3,0,1.668388357,91.76718002,32.96803671
51,Male,1935,87,110,2,3,1.431655832,88.51568445,43.18599979
25,Male,2904,78,16,0,4,1.63008734,75.77934511,28.51865889
76,Female,1946,30,20,1,2,1.652575018,72.31667514,26.47988437
39,Female,2530,62,96,3,0,1.668549637,75.52227917,27.12669136
25,Female,2617,79,53,3,9,1.795015573,62.86474786,19.51060499
66,Female,1943,10,140,3,5,1.735848606,75.15811573,24.9432014
32,Female,1978,40,127,3,5,1.56695668,45.21738467,18.41583688
34,Female,3156,54,175,0,2,1.81157324,71.73708562,21.85908281
77,Male,3400,114,44,1,5,1.803225293,79.15156077,24.34218183
40,Male,3017,37,136,1,9,1.548550353,79.14361215,33.00389562
41,Female,1536,12,54,4,9,1.452691095,92.16189945,43.67217973
62,Male,3056,111,49,0,7,1.385204961,57.58893752,30.01310928
36,Female,1597,96,19,1,10,1.723514265,97.47614867,32.81471202
22,Female,2313,49,107,1,0,1.772453268,114.2966753,36.38178564
49,Female,2544,13,167,2,4,1.601476255,83.51425894,32.56264121
61,Female,2755,79,0,2,2,1.647288249,96.36250101,35.51148735
18,Female,1967,85,85,0,6,1.71591588,76.03767211,25.82479161
40,Female,1853,21,34,0,0,1.686655397,53.53675028,18.81911885
54,Female,1571,71,123,1,7,1.694610515,47.23138075,16.44715738
25,Female,2875,80,125,2,5,1.903693225,37.41104475,10.32299954
30,Female,2575,101,52,2,5,1.630915704,79.64431575,29.94275495
25,Male,2745,99,4,1,10,1.672346525,81.42304355,29.11352473
74,Female,2523,57,106,1,7,1.582019843,81.79078046,32.67988348
40,Female,3320,16,88,4,2,1.78169915,77.6462495,24.45973442
60,Female,2848,66,89,3,5,1.833249914,69.95764335,20.81573854
18,Male,2489,65,146,0,8,1.678444386,48.63968178,17.26540671
62,Female,1959,76,56,0,9,1.696690283,44.44610452,15.43933385
68,Female,2690,22,7,4,11,1.815651384,64.5296427,19.57466464
41,Female,2806,61,145,2,0,1.603106003,47.05535655,18.30984162
52,Female,2000,72,104,3,7,1.687651337,31.83067295,11.17584487
41,Female,2216,50,138,2,3,1.456637342,70.3167716,33.14027019
34,Male,1866,84,157,4,3,1.666245806,72.94382698,26.2730448
22,Female,3173,112,126,4,10,1.625380517,66.03416385,24.99531325
37,Male,2559,32,4,4,7,1.794236817,72.62353351,22.5588963
38,Female,2106,56,76,0,7,1.629515735,46.99897896,17.69992011
57,Female,2027,74,55,0,8,1.612249962,80.56643115,30.99483832
75,Female,2498,107,35,2,7,1.842833918,81.52024444,24.00452293
48,Female,2248,40,112,1,0,1.626061704,64.21271915,24.28549822
63,Female,3199,106,154,0,9,1.727018866,36.44394938,12.21887638
53,Male,2101,109,31,3,11,1.820557811,58.98164475,17.7954072
28,Male,2119,45,141,3,1,1.580088665,76.04312634,30.45769605
69,Female,3119,23,168,3,7,1.753706539,56.68798079,18.43219878
32,Female,1754,46,117,4,4,1.560978438,104.0200342,42.68970795
36,Female,2429,41,65,2,3,1.728038864,79.82323377,26.73143706
24,Male,2176,62,3,4,1,1.754002855,76.75424937,24.94835051
68,Male,2723,37,10,3,1,1.584039141,77.62122017,30.93489515
45,Male,2335,74,105,3,11,1.377800475,54.03279497,28.46326869
68,Male,3350,56,47,4,5,1.523126388,71.08515301,30.64128808
60,Female,2168,80,164,3,1,1.668651271,39.82784787,14.30393976
75,Male,2554,89,140,3,4,1.522110723,37.78579351,16.30932759
22,Female,3101,41,41,2,8,1.600653885,65.92890119,25.73244017
22,Male,2100,33,154,3,3,1.711344354,67.48089599,23.04124955
47,Female,1985,23,65,4,10,1.615800766,84.21255173,32.25530906
71,Female,1758,56,46,4,5,1.659694898,52.72059509,19.13920022
49,Male,1752,88,75,1,3,1.57020643,69.98280533,28.38427756
25,Female,1993,10,11,3,7,1.875815016,61.99963938,17.62013158
27,Male,2757,101,25,1,6,1.563375593,45.25102186,18.51406294
55,Male,2630,28,154,4,0,1.644167412,64.05133453,23.69387598
64,Female,3104,67,108,1,9,1.714848552,55.29579587,18.80358126
49,Female,2289,16,162,3,9,1.524557899,59.452721,25.57901939
65,Female,1835,91,12,0,10,1.651780458,63.67820127,23.33920936
45,Female,3236,86,126,2,1,1.624916887,102.2435356,38.72340647
34,Female,1552,73,55,3,11,1.742647849,80.97594565,26.66470352
48,Male,3467,27,170,1,9,1.654579423,84.79470727,30.97372993
25,Female,3492,72,117,1,6,1.579790493,76.97024394,30.84067472
57,Male,3276,77,82,1,8,1.685607435,70.77355803,24.90910672
42,Female,3367,59,83,4,9,1.784962788,84.32587532,26.46686639
26,Female,2186,77,58,3,9,1.614217169,65.88656621,25.28558174
19,Male,2565,100,11,1,0,1.657375822,47.14747042,17.16391672
32,Female,2783,25,156,0,5,1.64046332,68.10141517,25.3059758
67,Female,2892,23,4,3,9,1.697663222,68.61329803,23.80702976
20,Female,1709,71,176,4,2,1.558962379,104.05289,42.8137114
66,Male,2989,87,114,3,4,1.873728471,84.05078271,23.94023726
53,Female,2565,16,42,4,6,1.81389774,63.50887744,19.30229003
79,Female,3462,118,65,4,1,1.609137606,67.08386696,25.90787065
21,Male,2512,65,133,2,3,1.903856908,62.86084567,17.34249632
31,Female,2876,23,98,2,9,1.358264904,58.15685394,31.52331971
58,Male,2181,51,14,0,10,1.754145423,78.54223951,25.52537266
58,Male,2393,118,145,1,11,2.093344837,35.94488498,8.202675798
42,Female,2782,79,48,3,10,1.620586051,69.01629449,26.2789159
75,Female,3478,71,174,1,0,1.756565093,56.90044894,18.44111589
72,Female,1836,52,1,3,11,1.756831468,43.65430192,14.14382403
79,Female,2215,66,132,0,3,1.623749179,41.67428328,15.80630109
67,Male,2918,111,36,0,2,1.717920978,75.8384434,25.69703668
27,Male,2348,100,5,3,2,1.854663213,95.39662723,27.73338654
38,Female,2174,84,41,4,0,1.547238534,49.98471102,20.87962237
53,Male,1604,40,50,2,3,1.712347555,82.45381034,28.12074964
29,Female,3213,60,15,3,3,1.766345337,64.31143393,20.61279863
44,Female,2202,76,72,4,7,1.569668805,64.19948114,26.05646303
57,Male,2647,10,66,3,6,1.665501105,74.91009185,27.00539161
19,Male,3233,89,80,3,3,1.713061628,65.18556763,22.21291103
71,Female,2622,53,29,3,11,1.568824277,75.24953876,30.57420969
30,Female,1505,100,26,3,0,1.83013053,86.15882636,25.7238307
70,Female,2299,119,87,3,7,1.686924652,72.19423478,25.3694556
49,Female,2790,59,169,4,9,1.569654757,71.31917474,28.94663121
48,Female,2566,69,63,0,11,1.517801761,83.95977873,36.44527073
33,Male,3330,12,177,2,0,1.621893693,64.51701631,24.52615705
49,Male,2152,81,38,2,5,1.617183722,86.18867638,32.95577193
49,Female,2792,89,134,4,9,1.702413499,94.82259869,32.71762307
77,Male,2050,63,72,4,2,1.511780029,85.31894421,37.33088317
51,Male,2441,11,143,3,5,1.578006524,76.35094903,30.66174385
28,Female,2173,38,55,0,6,1.836292048,84.50367908,25.06063726
27,Female,2718,25,10,0,1,1.469080268,62.31595298,28.87408229
32,Male,2427,102,136,1,2,1.581691172,82.77867879,33.08834987
34,Female,1823,104,0,0,4,1.508109332,66.53133434,29.25233774
57,Female,2115,115,43,3,0,1.679683512,65.27994722,23.13794991
35,Male,2256,68,34,1,9,1.739240427,63.3938265,20.95693294
72,Female,2588,20,83,4,2,2.08132486,89.44730818,20.6484536
26,Male,1700,105,178,3,11,1.770290203,88.50474476,28.24084075
42,Female,3404,33,7,1,4,1.507287575,89.14749556,39.23890763
57,Male,1741,92,70,3,4,1.72006756,76.47323934,25.84749597
76,Female,2530,41,36,4,0,1.639619373,38.26111475,14.23218358
31,Male,2742,83,100,1,8,1.596144389,27.67755312,10.86383952
77,Female,1502,63,132,3,0,1.652801653,74.82340732,27.39025051
75,Male,2353,65,20,2,0,1.757365843,66.26045508,21.45507576
42,Female,2987,105,4,4,3,1.750239393,45.71736254,14.92403501
67,Female,2467,96,22,1,4,1.488086182,73.0279306,32.97864641
39,Male,2464,106,70,2,3,1.655262813,63.86935425,23.31087676
69,Female,1804,103,64,2,8,1.530524878,91.55442885,39.08396098
47,Male,1813,103,152,1,1,1.669460768,69.45226247,24.91919236
37,Female,1977,80,146,0,6,1.597228682,62.72844936,24.58840461
38,Male,2295,89,1,0,10,1.748388947,49.64296126,16.2398336
61,Female,2382,52,139,3,1,1.617103604,70.71387325,27.04138528
49,Female,2934,62,169,1,4,1.566036122,82.5474909,33.65893163
68,Female,1997,10,24,1,3,1.657219061,67.08995994,24.42855019
63,Male,3057,103,123,2,2,1.647652601,81.71130978,30.09891741
66,Female,3129,107,175,2,8,1.630986737,69.81738198,26.2459744
73,Female,2880,70,81,2,0,1.596460182,81.74351048,32.07281673
38,Female,1570,43,125,4,9,1.354570816,70.69610928,38.52938567
52,Female,3405,70,158,0,7,1.883268003,48.85000936,13.77337576
75,Female,3257,111,60,3,10,1.488830211,88.5016362,39.92647363
49,Male,2536,70,43,3,11,1.67892523,85.20646922,30.22803095
47,Male,1905,104,8,1,7,1.695278841,86.57277335,30.12305726
72,Female,3494,17,148,2,0,1.911374963,123.6282282,33.83964974
56,Male,3040,63,102,1,8,1.927554893,68.50942675,18.43897707
66,Female,2545,62,140,0,2,1.69890575,69.07163527,23.93101757
29,Female,3498,29,140,4,5,1.527040566,67.7171605,29.04006541
58,Female,2394,55,51,0,7,1.530763698,61.42402941,26.21331786
64,Female,2832,102,27,1,3,1.575354065,78.25743837,31.53328908
35,Female,2818,40,100,2,8,1.646522993,65.38367482,24.11757993
38,Female,3072,94,88,1,4,1.594238308,91.83877712,36.13429708
30,Female,1530,35,173,2,11,1.53363192,70.83141142,30.11505201
79,Female,2585,104,175,2,10,1.660676164,78.73438959,28.54924059
38,Male,2744,72,108,1,11,1.548923537,76.65166673,31.94932182
79,Male,2882,29,103,4,3,1.815973109,78.81219425,23.89871733
25,Male,3116,31,167,1,4,1.549909063,56.21824939,23.40264161
63,Female,2906,66,53,0,8,1.567877817,89.20582624,36.28848097
57,Female,3268,66,154,0,6,1.663480851,77.26388356,27.92163989
63,Male,3041,113,78,3,9,1.493244061,77.70153485,34.8472094
24,Female,3140,35,130,0,4,1.605447861,77.07106562,29.90191152
40,Female,2860,26,92,0,0,1.469603438,34.53509996,15.99043943
61,Female,1661,98,94,1,7,1.642846545,71.59667478,26.52765466
49,Female,3378,110,58,1,5,1.550619511,71.27924189,29.64507703
28,Male,2063,36,118,4,10,1.590641148,73.97327885,29.23684083
39,Male,1657,76,119,0,9,1.666680151,85.24318564,30.68705027
39,Male,1512,65,17,4,8,1.601865268,83.70426956,32.62087762
60,Male,2709,33,151,4,8,1.738034875,84.81766142,28.07820373
42,Male,2233,34,60,0,6,1.531296967,55.49409615,23.66616772
39,Female,2252,19,124,1,11,1.593296858,71.87362069,28.31236341
45,Male,1808,45,117,2,1,1.611019482,46.54040828,17.9319948
46,Male,1647,115,43,2,3,1.746932877,71.25622727,23.34911305
30,Male,3425,91,174,2,11,1.776670553,53.19514167,16.8522604
35,Female,2520,54,111,4,8,1.533302955,66.04439733,28.09183028
19,Female,2578,26,164,2,2,1.601578345,82.09195788,32.0039982
46,Female,2426,87,36,3,7,1.417892084,102.0273039,50.74929982
38,Male,2070,67,72,3,0,1.649894455,55.61460218,20.43038303
32,Female,3438,92,172,4,7,1.655427,73.81337637,26.93487738
69,Male,3233,91,157,1,10,1.819983546,69.28967154,20.91864641
44,Male,3133,32,142,0,6,1.629035071,63.07392222,23.76779921
67,Female,2167,17,115,4,9,1.63543496,74.33409443,27.79210876
48,Female,3285,59,124,2,2,1.596467061,74.56533918,29.25614318
32,Female,3432,25,154,0,1,1.71345314,71.36931826,24.30899951
68,Female,2191,98,46,1,3,1.680851551,49.38469337,17.47968666
40,Female,2009,52,46,2,0,1.70161283,70.5725092,24.37328442
41,Male,2085,105,158,3,8,1.906960572,79.45384284,21.84899572
61,Female,3096,92,14,3,7,1.471389136,45.41549004,20.97726741
30,Male,2436,91,41,4,7,1.321616512,58.98051497,33.76740199
39,Female,1544,105,118,1,7,1.735507669,56.2721038,18.68271884
60,Male,3170,55,61,4,8,1.644416038,67.41820472,24.93180813
54,Female,3245,58,24,1,2,1.581183164,81.55545426,32.62035238
78,Female,1585,113,11,4,6,1.7715082,66.79710079,21.28488358
50,Female,3305,24,8,0,0,1.670420393,91.75443552,32.88330805
73,Male,2815,58,124,4,0,1.601201226,74.78779172,29.17016475
20,Male,1763,30,89,0,7,1.757183204,71.12012281,23.03341917
71,Male,2791,84,36,1,6,1.740201499,70.59151673,23.31059916
36,Female,3459,102,136,0,8,1.728139794,43.07059821,14.42192266
40,Female,2507,105,45,0,11,1.497325327,68.39853787,30.50805194
46,Female,2748,15,168,4,5,1.551341566,76.15080322,31.64168702
47,Male,1715,64,94,0,8,1.6853082,97.91465522,34.47378996
56,Female,3397,92,100,2,7,1.706671275,55.89014801,19.18825591
61,Male,1730,89,6,2,0,1.818510114,89.17857436,26.96677949
64,Male,3225,85,132,1,7,1.580957489,79.20712018,31.69011674
42,Male,2153,24,179,2,10,1.649642082,61.12791579,22.46260576
54,Female,2700,20,124,4,9,1.790534523,60.977532,19.01973426
64,Male,3086,48,164,0,10,1.633324542,89.87377044,33.68898966
25,Male,2201,83,59,0,4,1.669863538,77.99636879,27.97128515
59,Female,3040,60,35,1,8,1.644702084,84.75776297,31.33321802
75,Male,3246,46,0,0,8,1.718379563,64.5423271,21.85779871
33,Female,2206,58,128,0,11,1.710612202,55.25528713,18.88298764
25,Female,2012,66,40,0,0,1.457181869,27.73174744,13.06019672
18,Female,2627,97,135,1,10,1.727544106,51.61021746,17.29328108
61,Male,3396,109,40,2,2,1.851246186,59.94787015,17.49223907
22,Male,2624,74,174,2,2,1.483568531,82.22087195,37.35655791
20,Female,3163,119,122,3,2,1.690796401,54.60909195,19.10215328
18,Female,3388,26,106,4,9,1.719323514,45.26113063,15.31123397
21,Male,1804,72,89,3,5,1.491567713,61.34577441,27.57393233
57,Male,3284,23,163,1,7,1.55851844,62.06458384,25.55170928
52,Male,3436,47,92,1,2,1.568206027,70.12088556,28.51288451
49,Female,3492,34,103,2,2,1.676079476,108.2837377,38.54553003
59,Female,1850,46,108,0,5,1.486285582,74.84942072,33.88316057
51,Female,2302,108,3,3,6,1.567667076,72.55910089,29.52461326
60,Female,1950,95,169,1,6,1.693629503,75.9095065,26.46423516
42,Female,2792,65,1,4,7,1.753353373,102.8698035,33.46177726
27,Female,2895,16,46,3,4,1.653712157,43.6720355,15.96921604
38,Male,2432,20,147,4,5,1.523845164,88.5688196,38.14162344
63,Male,2561,83,29,4,5,1.61719724,82.77301905,31.64920554
56,Male,3369,87,81,2,8,1.674315172,47.74902133,17.03295697
44,Female,2401,44,29,2,8,1.832663335,59.53359541,17.72542794
44,Female,2261,119,109,4,2,1.700980324,56.1668526,19.41250176
19,Female,2232,45,98,3,4,1.90032876,48.4512774,13.41676304
58,Male,1562,79,0,2,6,1.749299921,62.06617727,20.28273163
65,Male,3288,61,57,3,11,1.795797063,49.9850602,15.49978613
30,Male,2004,78,66,2,0,1.571830356,78.14870981,31.63082129
26,Female,2444,51,22,0,10,1.741318729,91.65137354,30.22612232
69,Male,1764,80,172,1,2,1.671570919,58.29758591,20.86416254
53,Male,3199,24,149,0,6,1.943906836,52.41641471,13.87127616
39,Female,2034,30,48,0,2,1.608328786,87.42578162,33.79791067
59,Male,2602,91,118,1,5,1.86367871,52.18178623,15.02369829
43,Female,3153,10,175,2,7,1.856117403,46.2322361,13.41942829
75,Male,2708,77,62,2,7,1.581145821,59.95464246,23.98164491
71,Female,2445,20,47,0,7,1.687353658,81.12856307,28.49453336
29,Female,1994,19,43,2,0,1.478141568,73.53864137,33.65763074
34,Female,3094,54,50,4,10,1.867521808,86.37272025,24.76539355
31,Female,2893,65,124,4,2,1.39229686,54.48502461,28.10693338
31,Female,2402,28,40,2,4,1.456549083,83.88825672,39.54129797
74,Female,3338,51,154,4,5,1.631461395,66.90083969,25.13494653
51,Female,2263,103,97,1,2,1.537102758,42.13596649,17.83393406
70,Female,3124,50,56,0,6,1.530269407,90.59150279,38.68580802
74,Male,3264,114,169,2,5,1.60909921,71.33080202,27.54935682
37,Male,2354,29,11,0,10,1.764894663,91.48990689,29.37214111
28,Male,1830,36,81,1,5,1.76970918,88.38198007,28.22018911
33,Female,2963,21,59,0,1,1.705070843,85.76306115,29.49955184
68,Female,2761,87,63,2,9,1.709818484,108.2141685,37.01554188
48,Female,2403,107,3,1,5,1.654670261,53.22271232,19.43900718
72,Male,1791,73,166,1,9,1.774428855,101.5823318,32.26272123
23,Female,1925,115,146,4,4,1.664877888,66.50419721,23.99298513
73,Male,1794,47,106,2,2,1.555837955,83.79414122,34.61664149
36,Female,2332,75,172,1,10,1.617275347,71.87486518,27.47951798
54,Male,1999,67,60,1,0,1.678924301,83.96237191,29.78670529
75,Female,3079,105,158,0,8,1.752870267,68.53493882,22.3055266
21,Male,2344,91,176,4,7,1.689460147,93.95527578,32.91738057
64,Male,3115,94,158,0,5,1.502740003,82.10134601,36.35654308
78,Female,3209,119,41,1,6,1.751331785,52.8855012,17.24248135
21,Female,2152,20,175,1,11,1.605911576,76.68154354,29.73360645
37,Male,2560,39,19,0,1,1.712919494,80.11954483,27.30640766
27,Female,3049,73,111,0,5,1.461075061,80.82185008,37.86027216
41,Male,2133,92,95,1,4,1.719398729,55.82332716,18.88263136
71,Female,2920,57,19,1,10,1.766414632,66.12191178,21.19142175
52,Female,2249,49,15,4,9,1.588631916,74.58203596,29.55205374
43,Male,1895,103,56,1,0,1.698357353,67.03328062,23.23979659
54,Female,3090,108,18,1,1,1.673881956,100.6450751,35.92054131
55,Male,3447,77,12,2,8,1.565143557,68.0765876,27.79005607
38,Female,2545,30,19,3,6,1.764380533,56.22079213,18.05977958
71,Female,2863,14,106,3,4,1.624583843,68.28770751,25.87368426
57,Female,1994,45,75,1,8,1.603116938,47.13482841,18.34051494
56,Male,2926,100,176,4,6,1.721924346,71.44272786,24.0951645
38,Male,2726,16,153,2,6,1.674456039,56.11936905,20.01544634
27,Male,2425,69,34,1,4,1.730804847,57.54872078,19.21053541
55,Female,2449,65,168,2,4,1.668745374,80.12197198,28.77209465
63,Female,2869,40,137,0,2,1.699972902,42.78603995,14.8053301
21,Female,2538,93,75,4,3,1.642001795,65.15990201,24.16758015
77,Female,2553,34,23,3,5,1.570609317,88.77073372,35.98599133
74,Male,2552,111,68,2,11,1.564311324,53.83327485,21.99907509
62,Male,3287,65,158,1,5,1.569938961,69.30621722,28.11943955
37,Male,1659,98,57,0,11,1.58842969,98.91902679,39.20521526
34,Male,3152,90,97,4,6,2.019069115,88.27718398,21.65439726
72,Male,2169,119,59,2,5,1.715898288,63.80351041,21.67012877
24,Female,2119,110,108,0,5,1.564586413,57.73879636,23.58677789
21,Male,2126,88,10,2,4,1.772138626,79.35179692,25.26744812
46,Male,1771,83,72,2,5,1.875601625,64.76549032,18.41036746
31,Female,1919,43,39,2,2,1.587868663,95.69141603,37.95280034
20,Male,2349,53,174,4,7,1.59505982,78.92005392,31.01940212
41,Female,1988,116,73,4,5,1.434258765,43.82582489,21.30468286
54,Male,1675,16,33,3,2,1.616343355,48.55138588,18.58379417
33,Female,2754,112,61,2,7,1.74625235,53.59479029,17.57553561
75,Female,2295,60,78,0,0,1.609648237,57.64851207,22.24980176
72,Male,2841,34,172,1,0,1.525664264,68.93724575,29.61665324
69,Female,2261,112,94,2,4,1.47143096,77.55912336,35.82227078
21,Female,1966,119,4,3,3,1.687332933,51.33173614,18.02952924
73,Female,1939,117,50,4,6,1.575224075,49.26441346,19.85402821
79,Male,2579,37,96,3,1,1.893260396,53.50055061,14.9257977
41,Female,2854,51,57,3,10,1.656401377,62.97385513,22.95245344
51,Female,1772,36,122,2,1,1.556641563,79.15020708,32.66440946
47,Female,2201,46,92,2,5,1.755770835,53.68700913,17.41540381
35,Male,2544,64,2,0,1,1.894875658,77.34608924,21.54154885
36,Male,1664,112,22,0,4,1.866832005,61.62622424,17.68296488
48,Male,3015,47,9,3,7,1.539622695,56.70252241,23.92069372
77,Male,2382,65,46,0,8,1.498206132,64.27897338,28.63688603
77,Male,2941,101,31,0,11,1.494656826,66.0846695,29.58133316
36,Male,3320,43,120,1,1,1.733910528,93.63375654,31.14433631
66,Male,3103,38,47,0,10,1.615004658,75.88761626,29.09533439
63,Male,2491,118,154,3,2,1.567790816,52.58247526,21.39266026
36,Female,2455,57,35,2,2,1.748988267,94.52152154,30.89988847
39,Male,2790,81,87,4,1,1.544432169,90.24683303,37.83504826
41,Male,3253,86,53,2,5,1.771946889,53.6229821,17.07849359
62,Male,2861,55,19,3,6,1.529529776,53.02629738,22.66602854
29,Female,3419,46,130,4,0,1.608291555,60.42874384,23.36221431
47,Female,2384,12,130,1,3,1.816454974,50.81655543,15.40124924
75,Female,3131,87,167,3,1,1.664956189,81.06934264,29.24495997
55,Male,1687,105,59,3,0,1.526103411,80.74592114,34.66990626
70,Female,2998,96,122,3,7,1.831782186,73.85872106,22.01172714
